date,symbol
2025-04-16 09:15 am,  AXISBANK
2025-04-16 09:15 am,  BANDHANBNK
2025-04-16 09:15 am,  BANKBARODA
2025-04-16 09:15 am,  BANKINDIA
2025-04-16 09:15 am,  CAMS
2025-04-16 09:15 am,  CANBK
2025-04-16 09:15 am,  CIPLA
2025-04-16 09:15 am,  CONCOR
2025-04-16 09:15 am,  DELHIVERY
2025-04-16 09:15 am,  EICHERMOT
2025-04-16 09:15 am,  FEDERALBNK
2025-04-16 09:15 am,  HDFCLIFE
2025-04-16 09:15 am,  IEX
2025-04-16 09:15 am,  INDIANB
2025-04-16 09:15 am,  LICHSGFIN
2025-04-16 09:15 am,  LICI
2025-04-16 09:15 am,  NBCC
2025-04-16 09:15 am,  PATANJALI
2025-04-16 09:15 am,  RVNL
2025-04-16 09:15 am,  UNIONBANK
2025-04-16 09:15 am,  UPL
2025-04-17 09:15 am,  360ONE
2025-04-17 09:15 am,  ABCAPITAL
2025-04-17 09:15 am,  BANKBARODA
2025-04-17 09:15 am,  BHARTIARTL
2025-04-17 09:15 am,  DELHIVERY
2025-04-17 09:15 am,  HUDCO
2025-04-17 09:15 am,  ICICIBANK
2025-04-17 09:15 am,  KFINTECH
2025-04-17 09:15 am,  LICHSGFIN
2025-04-17 09:15 am,  MCX
2025-04-17 09:15 am,  OIL
2025-04-17 09:15 am,  VBL
2025-04-21 09:15 am,  ABCAPITAL
2025-04-21 09:15 am,  AUBANK
2025-04-21 09:15 am,  AXISBANK
2025-04-21 09:15 am,  BAJAJFINSV
2025-04-21 09:15 am,  BAJFINANCE
