Stock|Date|BuyPrice|sl|tsl|target|high|Points|Points %|status|tslStatus|triggerTime|exitTime|pattern|strategy
RBLBANK|2025-10-31T09:15:00+05:30|326.9|324.25|328.8875|359.59|330.2|1.98749999999995|0.607984092994786|Profit|SL hit|2025-10-31T09:32:00+05:30|2025-10-31T09:43:00+05:30|StrongBullish,RisingWindow,ThreeOutsideUp|HCB Buy
HUDCO|2025-12-26T09:15:00+05:30|218.2|215.55|219.525|240.02|220.22|1.32499999999999|0.607241063244724|Profit|SL hit|2025-12-26T09:30:00+05:30|2025-12-26T09:47:00+05:30|StrongBullish,BullKicker,RisingWindow,MorningStar|HCB Buy
NBCC|2025-09-16T09:15:00+05:30|108.7|107.38|109.36|119.57|109.9|0.660000000000011|0.607175712971491|Profit|SL hit|2025-09-16T09:30:00+05:30|2025-09-16T09:41:00+05:30|BullKicker,RisingWindow|Hourly Support Buy
BEL|2026-01-02T09:15:00+05:30|402.2|398.95|404.6375|442.42|405.5|2.4375|0.60604177026355|Profit|SL hit|2026-01-02T09:30:00+05:30|2026-01-02T10:11:00+05:30|StrongBullish,RisingWindow|HCB Buy
LAURUSLABS|2025-11-10T09:15:00+05:30|995.05|983|1001.075|1094.555|1005|6.02499999999998|0.605497211195415|Profit|SL hit|2025-11-10T09:38:00+05:30|2025-11-11T09:18:00+05:30|BullKicker,RisingWindow|HCB Buy
LAURUSLABS|2025-11-10T09:15:00+05:30|995.05|983|1001.075|1094.555|1005|6.02499999999998|0.605497211195415|Profit|SL hit|2025-11-10T09:38:00+05:30|2025-11-11T09:18:00+05:30|BullKicker,RisingWindow|Hourly Support Buy
ADANIENSOL|2025-12-11T09:15:00+05:30|991|979|997|1090.1|1000.6|6|0.605449041372351|Profit|SL hit|2025-12-11T09:30:00+05:30|2025-12-11T10:58:00+05:30|No15mData|HCB Buy
WAAREEENER|2026-02-10T09:15:00+05:30|3155|3116.8|3174.1|3470.5|3184.9|19.0999999999999|0.605388272583198|Profit|SL hit|2026-02-10T09:59:00+05:30|2026-02-10T11:10:00+05:30|BullKicker,RisingWindow|HCB Buy
TATASTEEL|2025-10-23T09:15:00+05:30|175.75|173.64|176.805|193.325|177.35|1.05500000000001|0.600284495021341|Profit|SL hit|2025-10-23T09:39:00+05:30|2025-10-24T10:13:00+05:30|No15mData|HCB Buy
JAICORPLTD|2025-09-17T09:15:00+05:30|162.5|160.55|163.475|178.75|164.25|0.974999999999994|0.599999999999997|Profit|SL hit|2025-09-17T09:39:00+05:30|2025-09-17T09:41:00+05:30|No15mData|Hourly Support Buy
WAAREEENER|2026-03-18T09:15:00+05:30|2925|2890|2942.5|3217.5|2959.6|17.5|0.598290598290598|Profit|SL hit|2026-03-18T09:30:00+05:30|2026-03-18T09:37:00+05:30|No15mData|HCB Buy
TATAPOWER|2026-02-04T09:15:00+05:30|368|363.6|370.2|404.8|371.4|2.19999999999999|0.597826086956519|Profit|SL hit|2026-02-04T09:30:00+05:30|2026-02-04T10:19:00+05:30|No15mData|HCB Buy
HEROMOTOCO|2025-12-04T09:15:00+05:30|6315|6239.5|6352.75|6946.5|6379|37.75|0.59778305621536|Profit|SL hit|2025-12-04T09:33:00+05:30|2025-12-05T10:28:00+05:30|No15mData|HCB Buy
IIFL|2025-12-01T09:15:00+05:30|586|579|589.5|644.6|591.4|3.5|0.597269624573379|Profit|SL hit|2025-12-01T09:49:00+05:30|2025-12-01T10:35:00+05:30|RisingWindow|HCB Buy
LAURUSLABS|2026-02-03T15:15:00+05:30|979.8|972|985.65|1077.78|988.6|5.84999999999991|0.59706062461726|Profit|SL hit|2026-02-04T09:15:00+05:30|2026-02-04T09:53:00+05:30|-|Hourly Support Buy
IOC|2025-10-31T09:15:00+05:30|165.06|163.09|166.045|181.566|166.9|0.985000000000014|0.596752695989345|Profit|SL hit|2025-10-31T09:31:00+05:30|2025-10-31T12:23:00+05:30|StrongBullish,BullKicker,RisingWindow|HCB Buy
JINDALSTEL|2025-10-28T09:15:00+05:30|1039.5|1027.1|1045.7|1143.45|1049.8|6.20000000000005|0.596440596440601|Profit|SL hit|2025-10-28T09:30:00+05:30|2025-10-28T09:36:00+05:30|VeryBullish,BullKicker,RisingWindow|HCB Buy
GOKEX|2025-11-13T09:15:00+05:30|926.7|915.65|932.225|1019.37|936|5.52500000000009|0.596201575482906|Profit|SL hit|2025-11-13T09:35:00+05:30|2025-11-13T10:05:00+05:30|No15mData|HCB Buy
BHARATFORG|2025-09-12T15:15:00+05:30|1225.5|1219.8|1232.8|1348.05|1238.5|7.29999999999995|0.59567523459812|Profit|SL hit|2025-09-15T09:15:00+05:30|2025-09-15T09:35:00+05:30|StrongBullish|Hourly Support Buy
POWERGRID|2025-10-15T09:15:00+05:30|290.5|287.05|292.225|319.55|293.25|1.72500000000002|0.593803786574879|Profit|SL hit|2025-10-15T09:30:00+05:30|2025-10-15T12:48:00+05:30|No15mData|HCB Buy
VEDL|2025-11-13T09:15:00+05:30|530.5|524.2|533.65|583.55|535.5|3.14999999999998|0.593779453345896|Profit|SL hit|2025-11-13T09:31:00+05:30|2025-11-13T09:56:00+05:30|No15mData|HCB Buy
GOLDADD|2025-10-07T15:15:00+05:30|118.02|116.62|118.72|129.822|119.1|0.700000000000003|0.593119810201663|Profit|SL hit|2025-10-08T09:15:00+05:30|2025-10-08T11:18:00+05:30|BullBeltHold,StrongBullish|Hourly Support Buy
HUDCO|2025-12-22T09:15:00+05:30|213.26|212|214.52|234.586|215.27|1.25999999999999|0.590828097158394|Profit|SL hit|2025-12-22T09:35:00+05:30|2025-12-22T10:14:00+05:30|BullKicker,RisingWindow|HCB Buy
PATANJALI|2025-10-23T09:15:00+05:30|590.45|585.8|593.9375|649.495|595.95|3.48750000000007|0.590651198238643|Profit|SL hit|2025-10-23T09:30:00+05:30|2025-10-23T09:54:00+05:30|No15mData|HCB Buy
KOTAKBANK|2025-10-03T09:15:00+05:30|417.32|412.4|419.78|459.052|421.2|2.45999999999998|0.589475702099104|Profit|SL hit|2025-10-03T09:41:00+05:30|2025-10-03T11:00:00+05:30|BullKicker,RisingWindow|HCB Buy
DELHIVERY|2025-10-09T09:15:00+05:30|471|467.3|473.775|518.1|475|2.77499999999998|0.589171974522288|Profit|SL hit|2025-10-09T09:30:00+05:30|2025-10-09T09:53:00+05:30|No15mData|HCB Buy
MCLOUD|2025-11-20T09:15:00+05:30|67.9|67.1|68.3|74.69|68.68|0.400000000000006|0.589101620029463|Profit|SL hit|2025-11-20T09:38:00+05:30|2025-11-20T10:49:00+05:30|No15mData|HCB Buy
EDELWEISS|2025-10-24T09:15:00+05:30|118.05|116.66|118.745|129.855|119.25|0.695000000000007|0.588733587462946|Profit|SL hit|2025-10-24T09:48:00+05:30|2025-10-24T10:37:00+05:30|SpinningTop,RisingWindow,BullMatHold,ThreeOutsideUp|HCB Buy
AUROPHARMA|2025-11-11T09:15:00+05:30|1162.6|1153.5|1169.425|1278.86|1173.7|6.82499999999982|0.587046275589181|Profit|SL hit|2025-11-11T10:08:00+05:30|2025-11-11T10:14:00+05:30|Doji,SpinningTop,LongLeggedDoji,RisingWindow|HCB Buy
IGL|2025-10-23T09:15:00+05:30|208.9|207.27|210.1225|229.79|210.79|1.2225|0.585208233604594|Profit|SL hit|2025-10-23T09:30:00+05:30|2025-10-23T10:17:00+05:30|No15mData|Hourly Support Buy
UNIONBANK|2025-10-10T09:15:00+05:30|138.6|137.52|139.41|152.46|139.7|0.809999999999974|0.584415584415566|Profit|SL hit|2025-10-10T09:34:00+05:30|2025-10-10T10:02:00+05:30|BullKicker,RisingWindow,MorningStar|HCB Buy
JSWSTEEL|2026-01-22T09:15:00+05:30|1183|1176.1|1189.9|1301.3|1192|6.90000000000009|0.583262890955206|Profit|SL hit|2026-01-22T09:30:00+05:30|2026-01-22T09:42:00+05:30|No15mData|HCB Buy
M&M|2026-01-01T09:15:00+05:30|3765|3721.1|3786.95|4141.5|3802.9|21.9499999999998|0.583001328021244|Profit|SL hit|2026-01-01T09:49:00+05:30|2026-01-02T09:26:00+05:30|No15mData|HCB Buy
MANAPPURAM|2026-01-16T15:15:00+05:30|315.25|312.8|317.0875|346.775|317.85|1.83749999999998|0.582870737509906|Profit|SL hit|2026-01-19T09:15:00+05:30|2026-01-19T09:18:00+05:30|-|Hourly Support Buy
NTPC|2025-10-29T09:15:00+05:30|341.8|339.15|343.7875|375.98|344.5|1.98750000000001|0.581480397893508|Profit|SL hit|2025-10-29T09:30:00+05:30|2025-10-29T09:53:00+05:30|No15mData|HCB Buy
JIOFIN|2025-12-19T09:15:00+05:30|296.8|293.35|298.525|326.48|299.95|1.72499999999997|0.581199460916431|Profit|SL hit|2025-12-19T09:30:00+05:30|2025-12-22T15:14:00+05:30|StrongBullish|HCB Buy
SHRIRAMFIN|2025-11-24T09:15:00+05:30|830.75|821.1|835.575|913.825|839.5|4.82500000000005|0.580800481492633|Profit|SL hit|2025-11-24T09:48:00+05:30|2025-11-24T10:50:00+05:30|-|HCB Buy
SHRIRAMFIN|2025-11-24T09:15:00+05:30|830.75|821.1|835.575|913.825|839.5|4.82500000000005|0.580800481492633|Profit|SL hit|2025-11-24T09:48:00+05:30|2025-11-24T10:50:00+05:30|-|Hourly Support Buy
MCX|2025-11-20T09:15:00+05:30|1977.3|1962|1988.775|2175.03|1995|11.4749999999999|0.580336822940369|Profit|SL hit|2025-11-20T09:30:00+05:30|2025-11-20T10:08:00+05:30|No15mData|HCB Buy
BSE|2025-11-03T09:15:00+05:30|2514.5|2485.5|2529|2765.95|2540|14.5|0.576655398687612|Profit|SL hit|2025-11-03T09:35:00+05:30|2025-11-03T10:13:00+05:30|RisingWindow|HCB Buy
MUFIN|2026-02-05T11:00:00+05:30|115.48|114.15|116.145|127.028|116.5|0.665000000000006|0.575857291305859|Profit|SL hit|2026-02-05T11:15:00+05:30|2026-02-05T12:14:00+05:30|-|Hourly Support Buy
PNB|2026-01-19T09:15:00+05:30|133.33|131.8|134.095|146.663|134.48|0.765000000000015|0.573764344108614|Profit|SL hit|2026-01-19T09:34:00+05:30|2026-01-19T10:11:00+05:30|No15mData|HCB Buy
MODEFENCE|2025-10-17T09:15:00+05:30|89.25|88.74|89.76|98.175|90|0.510000000000005|0.571428571428577|Profit|SL hit|2025-10-17T09:30:00+05:30|2025-10-17T09:43:00+05:30|VeryBullish,Hammer,RisingWindow|HCB Buy
SCI|2025-10-14T09:15:00+05:30|232.4|229.75|233.725|255.64|234.9|1.32500000000002|0.570137693631677|Profit|SL hit|2025-10-14T09:34:00+05:30|2025-10-14T09:39:00+05:30|Doji,SpinningTop,LongLeggedDoji,BullKicker,RisingWindow|HCB Buy
HINDZINC|2026-02-25T09:15:00+05:30|609.8|602.85|613.275|670.78|616|3.47499999999991|0.569858970154134|Profit|SL hit|2026-02-25T09:30:00+05:30|2026-02-25T10:50:00+05:30|No15mData|HCB Buy
ITCHOTELS|2025-11-17T09:15:00+05:30|211|208.6|212.2|232.1|212.99|1.19999999999999|0.568720379146914|Profit|SL hit|2025-11-17T09:46:00+05:30|2025-11-17T10:18:00+05:30|BullEngulf|HCB Buy
INFY|2025-11-26T09:15:00+05:30|1543.8|1532.1|1552.575|1698.18|1557|8.77500000000009|0.568402642829388|Profit|SL hit|2025-11-26T10:05:00+05:30|2025-11-26T14:49:00+05:30|No15mData|HCB Buy
GMDCLTD|2025-10-06T09:15:00+05:30|621.45|614.4|624.975|683.595|626.8|3.52500000000009|0.567221819937258|Profit|SL hit|2025-10-06T09:33:00+05:30|2025-10-06T09:39:00+05:30|No15mData|HCB Buy
NBCC|2025-10-03T09:15:00+05:30|110.46|109.21|111.085|121.506|111.62|0.625|0.565815679884121|Profit|SL hit|2025-10-03T09:41:00+05:30|2025-10-03T10:03:00+05:30|SpinningTop,RisingWindow,BullMatHold,ThreeInsideUp|HCB Buy
CGPOWER|2026-03-11T09:15:00+05:30|733.9|725.65|738.025|807.29|740.9|4.125|0.562065676522687|Profit|SL hit|2026-03-11T09:30:00+05:30|2026-03-11T09:34:00+05:30|No15mData|HCB Buy
FEDERALBNK|2025-12-19T09:15:00+05:30|267.1|265.1|268.6|293.81|269.35|1.5|0.561587420441782|Profit|SL hit|2025-12-19T09:30:00+05:30|2025-12-22T09:16:00+05:30|StrongBullish,BullEngulf|HCB Buy
PNB|2025-09-19T09:15:00+05:30|113.13|111.86|113.765|124.443|114.1|0.634999999999991|0.561301157959861|Profit|SL hit|2025-09-19T09:51:00+05:30|2025-09-19T10:33:00+05:30|BullKicker,RisingWindow|Hourly Support Buy
IDBI|2025-11-26T09:15:00+05:30|102.45|101.3|103.025|112.695|103.57|0.575000000000003|0.561249389946318|Profit|SL hit|2025-11-26T09:31:00+05:30|2025-11-26T09:36:00+05:30|No15mData|HCB Buy
NTPC|2026-02-10T09:15:00+05:30|365.35|361.25|367.4|401.885|369|2.05000000000001|0.561105788969484|Profit|SL hit|2026-02-10T09:44:00+05:30|2026-02-11T09:22:00+05:30|StrongBullish,PiercingLine|HCB Buy
NATIONALUM|2025-11-13T09:15:00+05:30|269.13|266.11|270.64|296.043|271.89|1.50999999999999|0.561067142273248|Profit|SL hit|2025-11-13T09:30:00+05:30|2025-11-13T10:02:00+05:30|No15mData|HCB Buy
JINDALSTEL|2026-02-04T09:15:00+05:30|1168|1154.9|1174.55|1284.8|1180.5|6.54999999999995|0.560787671232873|Profit|SL hit|2026-02-04T09:43:00+05:30|2026-02-04T11:08:00+05:30|No15mData|HCB Buy
GAIL|2025-10-10T09:15:00+05:30|179.64|178.3|180.645|197.604|181|1.005|0.559452237808949|Profit|SL hit|2025-10-10T10:01:00+05:30|2025-10-10T11:57:00+05:30|StrongBullish,RisingWindow,BullMatHold,ThreeInsideUp,ThreeOutsideUp|HCB Buy
INOXWIND|2025-10-23T09:15:00+05:30|151.1|149.41|151.945|166.21|152.48|0.844999999999999|0.559232296492388|Profit|SL hit|2025-10-23T09:34:00+05:30|2025-10-23T11:31:00+05:30|No15mData|HCB Buy
GPPL|2025-11-13T09:15:00+05:30|176.19|174.22|177.175|193.809|178|0.985000000000014|0.559055565015048|Profit|SL hit|2025-11-13T09:41:00+05:30|2025-11-13T09:49:00+05:30|No15mData|HCB Buy
BPCL|2025-12-29T14:00:00+05:30|371.6|367.45|373.675|408.76|375.5|2.07500000000005|0.558396124865459|Profit|SL hit|2025-12-29T15:00:00+05:30|2025-12-30T10:35:00+05:30|-|Hourly Support Buy
NTPC|2026-01-01T09:15:00+05:30|331.45|329.6|333.3|364.595|333.8|1.84999999999997|0.558153567657253|Profit|SL hit|2026-01-01T09:40:00+05:30|2026-01-01T09:53:00+05:30|No15mData|HCB Buy
SAMMAANCAP|2025-10-20T09:15:00+05:30|167.67|165.8|168.605|184.437|169.5|0.934999999999974|0.55764298920497|Profit|SL hit|2025-10-20T09:30:00+05:30|2025-10-20T09:47:00+05:30|Doji,BullKicker,SeparatingLines|HCB Buy
SAMMAANCAP|2025-10-20T09:15:00+05:30|167.67|165.8|168.605|184.437|169.5|0.934999999999974|0.55764298920497|Profit|SL hit|2025-10-20T09:30:00+05:30|2025-10-20T09:47:00+05:30|Doji,BullKicker,SeparatingLines|Hourly Support Buy
HINDUNILVR|2026-01-12T09:15:00+05:30|2387.6|2361|2400.9|2626.36|2413.9|13.2999999999997|0.557044731110727|Profit|SL hit|2026-01-12T09:31:00+05:30|2026-01-12T15:28:00+05:30|BullBeltHold,StrongBullish|HCB Buy
ETERNAL|2025-10-07T09:15:00+05:30|336.95|333.2|338.825|370.645|339.8|1.875|0.5564623831429|Profit|SL hit|2025-10-07T09:40:00+05:30|2025-10-07T09:42:00+05:30|BullKicker,RisingWindow|HCB Buy
ETERNAL|2025-10-07T09:15:00+05:30|336.95|333.2|338.825|370.645|339.8|1.875|0.5564623831429|Profit|SL hit|2025-10-07T09:40:00+05:30|2025-10-07T09:42:00+05:30|BullKicker,RisingWindow|Hourly Support Buy
IEX|2026-03-18T09:15:00+05:30|121.37|120.02|122.045|133.507|122.39|0.675000000000011|0.556150613825502|Profit|SL hit|2026-03-18T09:34:00+05:30|2026-03-18T11:01:00+05:30|No15mData|HCB Buy
BANDHANBNK|2026-02-09T09:15:00+05:30|161.29|159.5|162.185|177.419|162.75|0.89500000000001|0.554901109802226|Profit|SL hit|2026-02-09T09:30:00+05:30|2026-02-09T10:49:00+05:30|BullBeltHold,StrongBullish,BullKicker,RisingWindow|HCB Buy
ADANIENSOL|2025-10-06T09:15:00+05:30|920|913.2|925.1|1012|927.65|5.09999999999991|0.554347826086947|Profit|SL hit|2025-10-06T09:44:00+05:30|2025-10-06T11:39:00+05:30|No15mData|HCB Buy
SBFC|2026-02-23T10:00:00+05:30|96.67|95.6|97.205|106.337|97.49|0.535000000000011|0.553429192096835|Profit|SL hit|2026-02-23T10:18:00+05:30|2026-02-23T12:31:00+05:30|Doji|Hourly Support Buy
IRCTC|2026-01-23T09:15:00+05:30|633|626|636.5|696.3|638.85|3.5|0.552922590837283|Profit|SL hit|2026-01-23T09:57:00+05:30|2026-01-23T10:07:00+05:30|No15mData|HCB Buy
MODEFENCE|2025-11-20T09:15:00+05:30|91|90.33|91.5025|100.1|91.78|0.502499999999998|0.5521978021978|Profit|SL hit|2025-11-20T09:34:00+05:30|2025-11-20T10:51:00+05:30|No15mData|HCB Buy
MANAPPURAM|2025-11-14T09:15:00+05:30|280.9|277.8|282.45|308.99|283.25|1.54999999999995|0.551797792808813|Profit|SL hit|2025-11-14T09:34:00+05:30|2025-11-14T09:43:00+05:30|No15mData|HCB Buy
LUPIN|2025-11-12T09:15:00+05:30|1986.4|1971.8|1997.35|2185.04|2003.4|10.95|0.551248489730167|Profit|SL hit|2025-11-12T09:31:00+05:30|2025-11-12T10:42:00+05:30|No15mData|HCB Buy
CHOLAFIN|2025-12-24T09:15:00+05:30|1688|1669.4|1697.3|1856.8|1702.4|9.29999999999996|0.550947867298576|Profit|SL hit|2025-12-24T09:35:00+05:30|2025-12-24T09:48:00+05:30|No15mData|HCB Buy
SAIL|2026-01-14T09:15:00+05:30|148.85|147.21|149.67|163.735|150.4|0.819999999999993|0.550890157877053|Profit|SL hit|2026-01-14T09:35:00+05:30|2026-01-14T09:46:00+05:30|No15mData|HCB Buy
RAIN|2025-12-12T09:15:00+05:30|106.42|105.25|107.005|117.062|107.41|0.584999999999994|0.549708701371917|Profit|SL hit|2025-12-12T10:02:00+05:30|2025-12-12T14:43:00+05:30|StrongBullish,RisingWindow,BullMatHold|HCB Buy
GAIL|2026-02-04T09:15:00+05:30|164|162.8|164.9|180.4|165.23|0.899999999999977|0.548780487804864|Profit|SL hit|2026-02-04T09:31:00+05:30|2026-02-04T10:20:00+05:30|No15mData|HCB Buy
SILVER|2026-02-25T09:15:00+05:30|263.89|261|265.335|290.279|266.32|1.44499999999999|0.547576641782558|Profit|SL hit|2026-02-25T09:57:00+05:30|2026-02-25T11:20:00+05:30|No15mData|HCB Buy
ATGL|2025-10-15T15:15:00+05:30|620.95|618.05|624.35|683.045|627.25|3.39999999999986|0.54754811176421|Profit|SL hit|2025-10-16T09:15:00+05:30|2025-10-16T09:17:00+05:30|-|Hourly Support Buy
AUBANK|2025-10-28T09:15:00+05:30|873.75|864.2|878.525|961.125|881.4|4.77499999999998|0.546494992846922|Profit|SL hit|2025-10-28T09:30:00+05:30|2025-10-28T10:34:00+05:30|BullBeltHold,StrongBullish,RisingWindow,MorningStar,ThreeInsideUp|HCB Buy
HDFCAMC|2025-10-15T09:15:00+05:30|2838.5|2807.5|2854|3122.35|2862.25|15.5|0.546063061476132|Profit|SL hit|2025-10-15T09:33:00+05:30|2025-10-15T10:22:00+05:30|No15mData|HCB Buy
JIOFIN|2025-11-14T09:15:00+05:30|312.7|309.3|314.4|343.97|315.35|1.69999999999999|0.543652062679881|Profit|SL hit|2025-11-14T09:30:00+05:30|2025-11-14T10:40:00+05:30|No15mData|HCB Buy
JIOFIN|2025-10-06T09:15:00+05:30|304.8|301.5|306.45|335.28|307.35|1.65000000000003|0.541338582677177|Profit|SL hit|2025-10-06T09:31:00+05:30|2025-10-07T09:18:00+05:30|No15mData|HCB Buy
INDUSTOWER|2026-02-02T14:15:00+05:30|429.8|426.7|432.125|472.78|433|2.32499999999999|0.540949278734292|Profit|SL hit|2026-02-02T14:48:00+05:30|2026-02-02T15:17:00+05:30|-|Hourly Support Buy
RBLBANK|2026-02-09T09:15:00+05:30|305.8|302.5|307.45|336.38|309.05|1.65000000000003|0.539568345323752|Profit|SL hit|2026-02-09T09:31:00+05:30|2026-02-09T15:29:00+05:30|StrongBullish,BullEngulf,MorningStar|HCB Buy
RELIANCE|2025-12-19T09:15:00+05:30|1567.9|1551|1576.35|1724.69|1580.9|8.45000000000005|0.538937432234201|Profit|SL hit|2025-12-19T09:30:00+05:30|2025-12-23T09:16:00+05:30|StrongBullish,ThreeOutsideUp|HCB Buy
HDFCLIFE|2025-11-10T09:15:00+05:30|753.75|749.7|757.8|829.125|759.8|4.04999999999995|0.537313432835815|Profit|SL hit|2025-11-10T09:31:00+05:30|2025-11-10T09:50:00+05:30|StrongBullish,RisingWindow,MorningStar,ThreeInsideUp|HCB Buy
HINDALCO|2025-12-24T09:15:00+05:30|869.95|865.3|874.6|956.945|875.8|4.65000000000009|0.53451347778609|Profit|SL hit|2025-12-24T09:31:00+05:30|2025-12-24T10:58:00+05:30|No15mData|HCB Buy
JIOFIN|2026-02-10T09:15:00+05:30|271.9|269|273.35|299.09|274.35|1.44999999999999|0.533284295696943|Profit|SL hit|2026-02-10T09:31:00+05:30|2026-02-10T10:00:00+05:30|StrongBullish,RisingWindow|HCB Buy
JIOFIN|2026-02-10T09:15:00+05:30|271.9|269|273.35|299.09|274.35|1.44999999999999|0.533284295696943|Profit|SL hit|2026-02-10T09:31:00+05:30|2026-02-10T10:00:00+05:30|StrongBullish,RisingWindow|Hourly Support Buy
AUBANK|2025-11-10T09:15:00+05:30|915.45|905.7|920.325|1006.995|922.9|4.875|0.532524987710962|Profit|SL hit|2025-11-10T09:30:00+05:30|2025-11-10T14:46:00+05:30|StrongBullish,RisingWindow,MorningStar|HCB Buy
BIOCON|2025-11-11T09:15:00+05:30|385.35|381.25|387.4|423.885|388.5|2.05000000000001|0.531983910730508|Profit|SL hit|2025-11-11T09:30:00+05:30|2025-11-11T09:32:00+05:30|VeryBullish,Hammer,RisingWindow,ThreeInsideUp|HCB Buy
PARKHOTELS|2025-11-17T12:15:00+05:30|142.88|142.12|143.64|157.168|144|0.759999999999991|0.531914893617015|Profit|SL hit|2025-11-17T12:34:00+05:30|2025-11-17T13:41:00+05:30|Doji,ShootingStar,InvertedHammer,GravestoneDoji|Hourly Support Buy
VINCOFE|2025-09-24T15:00:00+05:30|151.45|149.84|152.255|166.595|153|0.805000000000007|0.531528557279635|Profit|SL hit|2025-09-24T15:15:00+05:30|2025-09-25T09:16:00+05:30|-|Hourly Support Buy
COALINDIA|2026-01-02T09:15:00+05:30|403.85|401|405.9875|444.235|406.85|2.13750000000005|0.529280673517406|Profit|SL hit|2026-01-02T09:34:00+05:30|2026-01-02T09:53:00+05:30|StrongBullish,BullKicker,SeparatingLines,RisingWindow|HCB Buy
VEDL|2026-01-23T09:15:00+05:30|692|684.7|695.65|761.2|697.65|3.64999999999998|0.527456647398841|Profit|SL hit|2026-01-23T09:40:00+05:30|2026-01-23T09:56:00+05:30|No15mData|HCB Buy
DLF|2025-11-13T09:15:00+05:30|768.4|763|772.45|845.24|773.9|4.04999999999995|0.52706923477355|Profit|SL hit|2025-11-13T09:30:00+05:30|2025-11-13T09:53:00+05:30|No15mData|HCB Buy
INDUSINDBK|2025-11-26T09:15:00+05:30|846.95|841|851.4125|931.645|854.15|4.46250000000009|0.526890607473888|Profit|SL hit|2025-11-26T09:31:00+05:30|2025-11-26T09:46:00+05:30|No15mData|HCB Buy
LTF|2025-11-19T09:15:00+05:30|299|295.85|300.575|328.9|301.6|1.57499999999999|0.526755852842806|Profit|SL hit|2025-11-19T09:32:00+05:30|2025-11-19T10:19:00+05:30|No15mData|HCB Buy
MOTHERSON|2025-12-11T09:15:00+05:30|117.1|116.28|117.715|128.81|118.09|0.614999999999995|0.525192143467118|Profit|SL hit|2025-12-11T09:30:00+05:30|2025-12-11T09:53:00+05:30|No15mData|HCB Buy
BANDHANBNK|2025-10-10T09:15:00+05:30|164.8|163.07|165.665|181.28|166.11|0.865000000000009|0.524878640776705|Profit|SL hit|2025-10-10T10:00:00+05:30|2025-10-10T12:05:00+05:30|-|HCB Buy
IRCTC|2025-12-26T09:15:00+05:30|686|678.8|689.6|754.6|691.45|3.60000000000002|0.524781341107875|Profit|SL hit|2025-12-26T09:30:00+05:30|2025-12-26T09:38:00+05:30|StrongBullish,BullEngulf|HCB Buy
DABUR|2026-01-05T09:15:00+05:30|529.4|523.85|532.175|582.34|534|2.77499999999998|0.524178315073664|Profit|SL hit|2026-01-05T09:31:00+05:30|2026-01-05T10:04:00+05:30|StrongBullish,BullKicker,RisingWindow|HCB Buy
POWERGRID|2025-12-23T09:15:00+05:30|267.2|264.4|268.6|293.92|269.3|1.40000000000003|0.523952095808396|Profit|SL hit|2025-12-23T09:52:00+05:30|2025-12-23T12:17:00+05:30|StrongBullish,BullKicker,RisingWindow|HCB Buy
TCS|2025-12-05T09:15:00+05:30|3245|3222.4|3261.95|3569.5|3271.6|16.9499999999998|0.522342064714941|Profit|SL hit|2025-12-05T09:43:00+05:30|2025-12-05T10:52:00+05:30|RisingWindow,BullMatHold,ThreeWhiteSoldiers|HCB Buy
NBCC|2025-10-31T09:15:00+05:30|118.74|117.5|119.36|130.614|119.81|0.61999999999999|0.522149233619665|Profit|SL hit|2025-10-31T09:35:00+05:30|2025-10-31T09:42:00+05:30|VeryBullish,Hammer,RisingWindow,BullMatHold,ThreeOutsideUp|HCB Buy
INDUSTOWER|2026-02-18T09:15:00+05:30|474.45|469.5|476.925|521.895|478.5|2.47499999999997|0.521656655074289|Profit|SL hit|2026-02-18T09:30:00+05:30|2026-02-18T10:14:00+05:30|No15mData|HCB Buy
HINDALCO|2025-10-24T09:15:00+05:30|819.9|811.35|824.175|901.89|826.5|4.27499999999998|0.521405049396265|Profit|SL hit|2025-10-24T09:30:00+05:30|2025-10-24T10:05:00+05:30|Marubozu,BullBeltHold,StrongBullish,RisingWindow,BullMatHold|HCB Buy
ITC|2026-02-18T09:15:00+05:30|328.2|324.8|329.9|361.02|330.8|1.69999999999999|0.517976843388175|Profit|SL hit|2026-02-18T09:38:00+05:30|2026-02-18T10:10:00+05:30|No15mData|HCB Buy
NUVAMA|2025-10-07T09:15:00+05:30|1395.2|1380.8|1402.4|1534.72|1407|7.20000000000005|0.516055045871563|Profit|SL hit|2025-10-07T09:30:00+05:30|2025-10-07T09:44:00+05:30|StrongBullish,BullKicker,RisingWindow|HCB Buy
FEDERALBNK|2025-11-18T09:15:00+05:30|241.49|239|242.735|265.639|243.5|1.245|0.515549298107584|Profit|SL hit|2025-11-18T09:30:00+05:30|2025-11-18T09:34:00+05:30|StrongBullish,BullKicker,RisingWindow|HCB Buy
SILVERADD|2026-02-25T09:15:00+05:30|254.83|253.52|256.14|280.313|257.4|1.30999999999997|0.514068202330955|Profit|SL hit|2026-02-25T09:57:00+05:30|2026-02-25T11:30:00+05:30|No15mData|HCB Buy
COALINDIA|2026-02-25T09:15:00+05:30|433|428.55|435.225|476.3|436.9|2.22500000000002|0.513856812933031|Profit|SL hit|2026-02-25T09:33:00+05:30|2026-02-25T10:44:00+05:30|No15mData|HCB Buy
ETERNAL|2025-10-15T09:15:00+05:30|350.95|347.35|352.75|386.045|353.8|1.80000000000001|0.512893574583277|Profit|SL hit|2025-10-15T09:31:00+05:30|2025-10-15T12:09:00+05:30|No15mData|HCB Buy
