Stock|Date|BuyPrice|sl|tsl|target|high|Points|Points %|status|tslStatus|triggerTime|exitTime|pattern|strategy
NTPC|2025-12-23T09:15:00+05:30|322.45|320.25|324.1|354.695|324.75|1.64999999999998|0.511707241432773|Profit|SL hit|2025-12-23T09:53:00+05:30|2025-12-23T11:28:00+05:30|RisingWindow|HCB Buy
BHEL|2025-10-29T09:15:00+05:30|239.45|237|240.675|263.395|241.34|1.22499999999999|0.511589058258507|Profit|SL hit|2025-10-29T09:32:00+05:30|2025-10-29T09:57:00+05:30|No15mData|HCB Buy
FEDERALBNK|2025-10-14T09:15:00+05:30|214.19|212|215.285|235.609|215.9|1.095|0.511228348662402|Profit|SL hit|2025-10-14T09:32:00+05:30|2025-10-14T10:20:00+05:30|SpinningTop,RisingWindow,BullMatHold,ThreeOutsideUp|HCB Buy
IOC|2025-11-12T09:15:00+05:30|173.29|172.11|174.175|190.619|174.5|0.884999999999991|0.510704599226725|Profit|SL hit|2025-11-12T09:31:00+05:30|2025-11-12T09:38:00+05:30|No15mData|HCB Buy
RECLTD|2026-03-18T09:15:00+05:30|342.9|339.4|344.65|377.19|345.8|1.75|0.510352872557597|Profit|SL hit|2026-03-18T09:37:00+05:30|2026-03-18T10:52:00+05:30|No15mData|HCB Buy
UNIONBANK|2025-11-26T09:15:00+05:30|154.98|153.4|155.77|170.478|156.25|0.789999999999992|0.509743192670017|Profit|SL hit|2025-11-26T09:30:00+05:30|2025-11-26T09:35:00+05:30|No15mData|HCB Buy
SILVER|2025-12-22T09:15:00+05:30|208|205.88|209.06|228.8|209.79|1.06|0.509615384615386|Profit|SL hit|2025-12-22T09:33:00+05:30|2025-12-22T09:49:00+05:30|BullBeltHold,StrongBullish,BullKicker,RisingWindow|HCB Buy
HEG|2026-02-09T09:15:00+05:30|545.35|539.8|548.125|599.885|550.7|2.77499999999998|0.508847529109742|Profit|SL hit|2026-02-09T09:44:00+05:30|2026-02-09T09:47:00+05:30|BullKicker,RisingWindow,MorningStar|HCB Buy
KOTAKBANK|2025-12-01T09:15:00+05:30|427.78|425.62|429.94|470.558|431.24|2.15999999999997|0.504932441909385|Profit|SL hit|2025-12-01T09:30:00+05:30|2025-12-01T09:57:00+05:30|RisingWindow,BullMatHold|HCB Buy
CUB|2025-10-06T09:15:00+05:30|218|215.8|219.1|239.8|219.79|1.09999999999999|0.5045871559633|Profit|SL hit|2025-10-06T09:46:00+05:30|2025-10-06T09:51:00+05:30|No15mData|HCB Buy
ITC|2025-10-23T09:15:00+05:30|416.35|413.55|418.45|457.985|419.35|2.10000000000002|0.504383331331818|Profit|SL hit|2025-10-23T09:30:00+05:30|2025-10-23T09:43:00+05:30|No15mData|HCB Buy
PWL|2026-01-02T09:15:00+05:30|133.85|132.5|134.525|147.235|135.19|0.674999999999983|0.504295853567414|Profit|SL hit|2026-01-02T09:46:00+05:30|2026-01-02T09:56:00+05:30|BullKicker,RisingWindow|HCB Buy
JSWSTEEL|2026-02-25T09:15:00+05:30|1270.1|1257.3|1276.5|1397.11|1281.2|6.40000000000009|0.503897330918833|Profit|SL hit|2026-02-25T09:31:00+05:30|2026-02-25T12:01:00+05:30|No15mData|HCB Buy
CDSL|2025-09-12T15:15:00+05:30|1550|1542.2|1557.8|1705|1561|7.79999999999995|0.50322580645161|Profit|SL hit|2025-09-15T09:15:00+05:30|2025-09-15T09:17:00+05:30|SpinningTop|Hourly Support Buy
HCLTECH|2026-01-16T09:15:00+05:30|1681.7|1664.8|1690.15|1849.87|1698.4|8.45000000000005|0.502467740976396|Profit|SL hit|2026-01-16T09:30:00+05:30|2026-01-16T09:37:00+05:30|ThreeInsideUp|HCB Buy
MODEFENCE|2026-01-02T15:15:00+05:30|85.6|85.17|86.03|94.16|86.42|0.429999999999993|0.502336448598122|Profit|SL hit|2026-01-05T09:15:00+05:30|2026-01-05T09:25:00+05:30|StrongBullish|Hourly Support Buy
HDFCLIFE|2026-02-09T14:00:00+05:30|707.95|705.5|711.5|778.745|713.95|3.54999999999995|0.501447842361742|Profit|SL hit|2026-02-09T14:18:00+05:30|2026-02-10T09:18:00+05:30|-|Hourly Support Buy
NHPC|2026-01-01T09:15:00+05:30|79.59|79.06|79.9875|87.549|80.23|0.397500000000008|0.499434602336987|Profit|SL hit|2026-01-01T09:43:00+05:30|2026-01-01T09:57:00+05:30|No15mData|HCB Buy
BDL|2025-11-20T09:15:00+05:30|1555.6|1540.1|1563.35|1711.16|1568|7.75|0.498200051427102|Profit|SL hit|2025-11-20T09:38:00+05:30|2025-11-20T10:12:00+05:30|No15mData|HCB Buy
PRESTIGE|2025-11-26T15:00:00+05:30|1676.9|1660.3|1685.2|1844.59|1693|8.30000000000018|0.494960939829458|Profit|SL hit|2025-11-26T15:21:00+05:30|2025-11-27T09:16:00+05:30|-|Hourly Support Buy
ENGINERSIN|2025-10-23T09:15:00+05:30|201.05|199.06|202.045|221.155|202.76|0.995000000000005|0.49490176572992|Profit|SL hit|2025-10-23T09:31:00+05:30|2025-10-23T10:29:00+05:30|No15mData|HCB Buy
SAGILITY|2025-12-31T09:15:00+05:30|52.67|52.15|52.93|57.937|53.19|0.260000000000005|0.493639643060576|Profit|SL hit|2025-12-31T09:53:00+05:30|2025-12-31T10:30:00+05:30|No15mData|HCB Buy
ABCAPITAL|2025-11-17T09:15:00+05:30|334.6|331.3|336.25|368.06|337.1|1.64999999999998|0.493126120741177|Profit|SL hit|2025-11-17T09:56:00+05:30|2025-11-17T14:10:00+05:30|BullKicker,TweezerBottom,SeparatingLines|HCB Buy
ENGINERSIN|2025-12-31T09:15:00+05:30|201.79|199.8|202.785|221.969|203.59|0.994999999999976|0.493086872491192|Profit|SL hit|2025-12-31T09:30:00+05:30|2026-01-01T09:18:00+05:30|No15mData|HCB Buy
VEDL|2026-01-13T09:15:00+05:30|635.35|629.1|638.475|698.885|640.55|3.125|0.49185488313528|Profit|SL hit|2026-01-13T09:30:00+05:30|2026-01-13T10:06:00+05:30|RisingWindow|HCB Buy
NTPC|2026-02-16T09:15:00+05:30|366.1|362.5|367.9|402.71|369.5|1.80000000000001|0.491668942911776|Profit|SL hit|2026-02-16T09:30:00+05:30|2026-02-16T10:20:00+05:30|BullBeltHold,StrongBullish|HCB Buy
VEDL|2025-12-11T09:15:00+05:30|530.3|525.1|532.9|583.33|534.5|2.59999999999991|0.49028851593436|Profit|SL hit|2025-12-11T09:33:00+05:30|2025-12-11T10:55:00+05:30|No15mData|HCB Buy
NTPCGREEN|2025-09-11T09:15:00+05:30|104.12|103.1|104.63|114.532|104.9|0.510000000000005|0.489819439108726|Profit|SL hit|2025-09-11T09:51:00+05:30|2025-09-11T09:54:00+05:30|No15mData|Hourly Support Buy
SBIN|2025-10-31T09:15:00+05:30|939.45|930.25|944.05|1033.395|946.7|4.60000000000002|0.489648198413968|Profit|SL hit|2025-10-31T09:30:00+05:30|2025-10-31T11:40:00+05:30|RisingWindow,BullMatHold|HCB Buy
VPRPL|2025-10-23T09:15:00+05:30|94|93.08|94.46|103.4|94.7|0.460000000000008|0.489361702127668|Profit|SL hit|2025-10-23T09:31:00+05:30|2025-10-23T09:41:00+05:30|No15mData|HCB Buy
RECLTD|2025-12-22T09:15:00+05:30|342.95|339.6|344.625|377.245|345.85|1.67500000000001|0.488409389123782|Profit|SL hit|2025-12-22T09:58:00+05:30|2025-12-22T13:58:00+05:30|StrongBullish,BullKicker,RisingWindow|HCB Buy
CANBK|2025-10-20T09:15:00+05:30|127.35|126.11|127.97|140.085|128.38|0.620000000000005|0.486847271299572|Profit|SL hit|2025-10-20T09:39:00+05:30|2025-10-20T10:46:00+05:30|StrongBullish|HCB Buy
IDFCFIRSTB|2025-10-09T09:15:00+05:30|72.47|72|72.8225|79.717|73.04|0.352499999999992|0.486408168897464|Profit|SL hit|2025-10-09T09:30:00+05:30|2025-10-09T09:44:00+05:30|No15mData|HCB Buy
CROMPTON|2025-10-16T15:15:00+05:30|289.15|287.75|290.55|318.065|291.3|1.39999999999998|0.484177762407047|Profit|SL hit|2025-10-17T09:15:00+05:30|2025-10-17T09:31:00+05:30|StrongBullish|Hourly Support Buy
RELIANCE|2025-10-28T15:00:00+05:30|1488.2|1483|1495.4|1637.02|1500.6|7.19999999999982|0.483805940061807|Profit|SL hit|2025-10-28T15:15:00+05:30|2025-10-29T09:38:00+05:30|-|Hourly Support Buy
NLCINDIA|2025-11-12T09:15:00+05:30|263.75|262.05|265.025|290.125|265.5|1.27499999999998|0.483412322274873|Profit|SL hit|2025-11-12T09:30:00+05:30|2025-11-12T09:46:00+05:30|No15mData|HCB Buy
SHRIRAMFIN|2025-11-27T09:15:00+05:30|862.8|857.25|866.9625|949.08|868.9|4.16249999999991|0.482440890125163|Profit|SL hit|2025-11-27T09:36:00+05:30|2025-11-27T09:54:00+05:30|No15mData|HCB Buy
IDFCFIRSTB|2026-01-02T09:15:00+05:30|86.3|85.47|86.715|94.93|87|0.415000000000006|0.480880648899196|Profit|SL hit|2026-01-02T09:34:00+05:30|2026-01-02T10:16:00+05:30|StrongBullish,BullKicker,RisingWindow|HCB Buy
IDFCFIRSTB|2026-01-02T09:15:00+05:30|86.3|85.47|86.715|94.93|87|0.415000000000006|0.480880648899196|Profit|SL hit|2026-01-02T09:34:00+05:30|2026-01-02T10:16:00+05:30|StrongBullish,BullKicker,RisingWindow|Hourly Support Buy
HDFCLIFE|2025-12-16T09:15:00+05:30|776.3|768.9|780|853.93|782.2|3.70000000000005|0.476619863454856|Profit|SL hit|2025-12-16T09:46:00+05:30|2025-12-16T11:37:00+05:30|-|HCB Buy
HDFCLIFE|2025-12-16T09:15:00+05:30|776.3|768.9|780|853.93|782.2|3.70000000000005|0.476619863454856|Profit|SL hit|2025-12-16T09:46:00+05:30|2025-12-16T11:37:00+05:30|-|Hourly Support Buy
LT|2025-10-23T09:15:00+05:30|3914.8|3890|3933.4|4306.28|3943.5|18.6000000000004|0.475120057218769|Profit|SL hit|2025-10-23T09:59:00+05:30|2025-10-23T10:28:00+05:30|No15mData|HCB Buy
LTF|2025-10-09T09:15:00+05:30|258|255.55|259.225|283.8|259.9|1.22500000000002|0.474806201550396|Profit|SL hit|2025-10-09T10:14:00+05:30|2025-10-09T11:06:00+05:30|No15mData|HCB Buy
PNBHOUSING|2025-10-06T09:15:00+05:30|896.5|888|900.75|986.15|903.25|4.25|0.474065811489124|Profit|SL hit|2025-10-06T09:49:00+05:30|2025-10-06T10:03:00+05:30|No15mData|HCB Buy
ENGINERSIN|2026-02-04T09:15:00+05:30|174.75|173.1|175.575|192.225|176.28|0.824999999999989|0.472103004291839|Profit|SL hit|2026-02-04T09:30:00+05:30|2026-02-04T09:52:00+05:30|No15mData|HCB Buy
BSE|2026-03-10T09:15:00+05:30|2832|2805.3|2845.35|3115.2|2853|13.3499999999999|0.471398305084743|Profit|SL hit|2026-03-10T09:43:00+05:30|2026-03-10T10:11:00+05:30|VeryBullish,BullKicker,RisingWindow|HCB Buy
TECHM|2025-10-23T09:15:00+05:30|1477|1463.1|1483.95|1624.7|1487.5|6.95000000000005|0.470548408937038|Profit|SL hit|2025-10-23T09:30:00+05:30|2025-10-23T10:15:00+05:30|No15mData|HCB Buy
RELIANCE|2026-02-24T15:00:00+05:30|1430.8|1424.1|1437.5|1573.88|1440.5|6.70000000000005|0.468269499580657|Profit|SL hit|2026-02-24T15:18:00+05:30|2026-02-25T09:17:00+05:30|-|Hourly Support Buy
360ONE|2026-02-23T11:00:00+05:30|1108.7|1101.8|1113.875|1219.57|1116.7|5.17499999999995|0.4667628754397|Profit|SL hit|2026-02-23T11:15:00+05:30|2026-02-23T11:34:00+05:30|-|Hourly Support Buy
RTNINDIA|2025-10-23T09:15:00+05:30|51.45|50.97|51.69|56.595|51.84|0.240000000000002|0.466472303207001|Profit|SL hit|2025-10-23T09:34:00+05:30|2025-10-23T10:26:00+05:30|No15mData|HCB Buy
FORTIS|2026-02-12T09:15:00+05:30|929.9|921.3|934.2|1022.89|937|4.30000000000007|0.462415313474575|Profit|SL hit|2026-02-12T10:00:00+05:30|2026-02-12T10:08:00+05:30|No15mData|HCB Buy
COALINDIA|2025-10-29T09:15:00+05:30|394.85|391.2|396.675|434.335|397.8|1.82500000000005|0.462200835760427|Profit|SL hit|2025-10-29T09:49:00+05:30|2025-10-29T10:08:00+05:30|No15mData|HCB Buy
IGL|2025-09-03T15:15:00+05:30|220.05|218.02|221.065|242.055|222|1.01499999999999|0.461258804817081|Profit|SL hit|2025-09-04T09:15:00+05:30|2025-09-04T09:17:00+05:30|StrongBullish|Hourly Support Buy
BPCL|2026-01-23T09:15:00+05:30|357.8|354.5|359.45|393.58|360.3|1.65000000000003|0.461151481274465|Profit|SL hit|2026-01-23T09:30:00+05:30|2026-01-23T09:42:00+05:30|No15mData|HCB Buy
IRFC|2025-10-10T09:15:00+05:30|125.88|124.72|126.46|138.468|126.75|0.579999999999998|0.460756275818238|Profit|SL hit|2025-10-10T09:43:00+05:30|2025-10-10T10:08:00+05:30|BullMatHold|HCB Buy
IRFC|2025-10-10T09:15:00+05:30|125.88|124.72|126.46|138.468|126.75|0.579999999999998|0.460756275818238|Profit|SL hit|2025-10-10T09:43:00+05:30|2025-10-10T10:08:00+05:30|BullMatHold|Hourly Support Buy
MCX|2026-03-17T09:15:00+05:30|2593.8|2570|2605.7|2853.18|2616|11.9000000000001|0.458786336648936|Profit|SL hit|2026-03-17T09:35:00+05:30|2026-03-17T09:57:00+05:30|SpinningTop,BullKicker,RisingWindow|HCB Buy
MCX|2025-12-19T09:15:00+05:30|2055|2036.2|2064.4|2260.5|2070|9.40000000000009|0.457420924574214|Profit|SL hit|2025-12-19T09:31:00+05:30|2025-12-19T09:47:00+05:30|BullKicker,TweezerBottom,RisingWindow|HCB Buy
ADANIPORTS|2025-12-10T09:15:00+05:30|1509.8|1496|1516.7|1660.78|1521|6.89999999999986|0.457014174062781|Profit|SL hit|2025-12-10T09:30:00+05:30|2025-12-10T09:42:00+05:30|No15mData|HCB Buy
BSE|2025-11-27T09:15:00+05:30|2904.5|2878|2917.75|3194.95|2924.9|13.25|0.456188672749182|Profit|SL hit|2025-11-27T09:30:00+05:30|2025-11-27T10:24:00+05:30|No15mData|HCB Buy
BSE|2025-11-27T09:15:00+05:30|2904.5|2878|2917.75|3194.95|2924.9|13.25|0.456188672749182|Profit|SL hit|2025-11-27T09:30:00+05:30|2025-11-27T10:24:00+05:30|No15mData|Hourly Support Buy
HUDCO|2026-02-19T09:15:00+05:30|197.8|196|198.7|217.58|199.5|0.900000000000006|0.455005055611732|Profit|SL hit|2026-02-19T09:30:00+05:30|2026-02-19T09:37:00+05:30|No15mData|HCB Buy
ETERNAL|2025-12-01T09:15:00+05:30|303|300.25|304.375|333.3|305.45|1.375|0.453795379537954|Profit|SL hit|2025-12-01T09:30:00+05:30|2025-12-01T09:46:00+05:30|VeryBullish,Hammer,BullHarami,BullCounterAttack|Hourly Support Buy
CANBK|2025-10-15T09:15:00+05:30|126.75|125.6|127.325|139.425|127.65|0.575000000000003|0.453648915187379|Profit|SL hit|2025-10-15T10:15:00+05:30|2025-10-15T11:12:00+05:30|No15mData|HCB Buy
J&KBANK|2025-11-12T15:00:00+05:30|107.85|107.2|108.3375|118.635|108.55|0.487499999999997|0.452016689847007|Profit|SL hit|2025-11-12T15:27:00+05:30|2025-11-13T09:21:00+05:30|-|Hourly Support Buy
ASIANPAINT|2026-03-18T09:15:00+05:30|2248.9|2228.6|2259.05|2473.79|2268|10.1500000000001|0.451331762194855|Profit|SL hit|2026-03-18T09:32:00+05:30|2026-03-18T14:42:00+05:30|No15mData|HCB Buy
ASIANPAINT|2026-03-18T09:15:00+05:30|2248.9|2228.6|2259.05|2473.79|2268|10.1500000000001|0.451331762194855|Profit|SL hit|2026-03-18T09:32:00+05:30|2026-03-18T14:42:00+05:30|No15mData|Hourly Support Buy
BPCL|2025-10-01T09:15:00+05:30|343.55|340.45|345.1|377.905|346.25|1.55000000000001|0.451171590743709|Profit|SL hit|2025-10-01T09:30:00+05:30|2025-10-01T09:35:00+05:30|No15mData|HCB Buy
RTNINDIA|2025-10-15T15:15:00+05:30|51|50.54|51.23|56.1|51.45|0.230000000000004|0.450980392156871|Profit|SL hit|2025-10-16T09:15:00+05:30|2025-10-16T09:23:00+05:30|-|Hourly Support Buy
UNIONBANK|2025-10-23T09:15:00+05:30|143.29|142|143.935|157.619|144.4|0.64500000000001|0.450136087654414|Profit|SL hit|2025-10-23T09:38:00+05:30|2025-10-23T10:06:00+05:30|No15mData|HCB Buy
NMDC|2025-11-12T09:15:00+05:30|76.69|76|77.035|84.359|77.27|0.344999999999999|0.449863085147997|Profit|SL hit|2025-11-12T09:42:00+05:30|2025-11-12T10:00:00+05:30|No15mData|HCB Buy
RBLBANK|2026-01-02T09:15:00+05:30|317.1|314.25|318.525|348.81|319.5|1.42500000000001|0.449385052034062|Profit|SL hit|2026-01-02T09:55:00+05:30|2026-01-02T10:50:00+05:30|RisingWindow,BullMatHold|HCB Buy
DLF|2025-10-10T09:15:00+05:30|734.65|728.05|737.95|808.115|740.5|3.30000000000007|0.449193493500316|Profit|SL hit|2025-10-10T09:30:00+05:30|2025-10-10T09:42:00+05:30|-|HCB Buy
IDFCFIRSTB|2025-12-12T09:15:00+05:30|81.35|80.62|81.715|89.485|81.9|0.364999999999995|0.44867854947756|Profit|SL hit|2025-12-12T09:31:00+05:30|2025-12-12T09:52:00+05:30|StrongBullish,BullKicker,RisingWindow|HCB Buy
ZEEL|2025-10-15T15:00:00+05:30|110.4|109.41|110.895|121.44|111.39|0.495000000000005|0.448369565217395|Profit|SL hit|2025-10-15T15:29:00+05:30|2025-10-16T09:17:00+05:30|-|Hourly Support Buy
ADANIPORTS|2025-10-10T09:15:00+05:30|1408.3|1395.7|1414.6|1549.13|1418|6.29999999999995|0.447347866221683|Profit|SL hit|2025-10-10T09:30:00+05:30|2025-10-10T10:25:00+05:30|BullEngulf|HCB Buy
LICHSGFIN|2025-11-25T09:45:00+05:30|548.45|546|550.9|603.295|551.7|2.45000000000005|0.446713465220174|Profit|SL hit|2025-11-25T10:01:00+05:30|2025-11-25T10:08:00+05:30|Doji|Hourly Support Buy
JAIBALAJI|2025-12-03T12:00:00+05:30|66.07|65.48|66.365|72.677|66.55|0.294999999999988|0.446496140457072|Profit|SL hit|2025-12-03T12:16:00+05:30|2025-12-03T12:24:00+05:30|StrongBullish|Hourly Support Buy
AXISBANK|2025-11-14T09:15:00+05:30|1233|1222|1238.5|1356.3|1242|5.5|0.446066504460665|Profit|SL hit|2025-11-14T09:31:00+05:30|2025-11-14T13:04:00+05:30|No15mData|HCB Buy
HCLTECH|2025-12-04T09:15:00+05:30|1659.9|1645.1|1667.3|1825.89|1672|7.40000000000009|0.445809988553533|Profit|SL hit|2025-12-04T09:47:00+05:30|2025-12-04T10:26:00+05:30|No15mData|HCB Buy
ABCAPITAL|2025-09-15T15:15:00+05:30|291.65|290.35|292.95|320.815|293.35|1.29999999999995|0.445739756557502|Profit|SL hit|2025-09-16T09:15:00+05:30|2025-09-16T09:19:00+05:30|-|Hourly Support Buy
BEL|2026-02-09T09:15:00+05:30|433.35|429.5|435.275|476.685|436.4|1.92500000000001|0.444213684089076|Profit|SL hit|2026-02-09T09:30:00+05:30|2026-02-09T10:13:00+05:30|VeryBullish,BullCounterAttack|Hourly Support Buy
INOXWIND|2025-12-29T09:15:00+05:30|127.42|126.29|127.985|140.162|128.3|0.564999999999998|0.443415476377333|Profit|SL hit|2025-12-29T09:30:00+05:30|2025-12-29T09:38:00+05:30|No15mData|HCB Buy
IDBI|2025-09-15T09:15:00+05:30|93.9|93.07|94.315|103.29|94.7|0.415000000000006|0.441959531416407|Profit|SL hit|2025-09-15T09:30:00+05:30|2025-09-15T09:57:00+05:30|StrongBullish,RisingWindow,BullMatHold,ThreeWhiteSoldiers|Hourly Support Buy
LTF|2025-11-28T09:15:00+05:30|311.25|308.5|312.625|342.375|313.95|1.375|0.441767068273092|Profit|SL hit|2025-11-28T09:30:00+05:30|2025-11-28T10:04:00+05:30|No15mData|HCB Buy
BIOCON|2025-09-10T09:15:00+05:30|368.1|364.85|369.725|404.91|370.8|1.625|0.441456126052703|Profit|SL hit|2025-09-10T10:12:00+05:30|2025-09-10T10:21:00+05:30|No15mData|Hourly Support Buy
JINDALSTEL|2025-10-27T09:15:00+05:30|1020.2|1011.2|1024.7|1122.22|1028.5|4.5|0.441089982356401|Profit|SL hit|2025-10-27T09:49:00+05:30|2025-10-27T12:32:00+05:30|RisingWindow|HCB Buy
NATIONALUM|2025-10-15T09:15:00+05:30|225.79|223.8|226.785|248.369|227.36|0.994999999999976|0.440674963461613|Profit|SL hit|2025-10-15T09:37:00+05:30|2025-10-15T10:21:00+05:30|No15mData|HCB Buy
ONGC|2026-01-06T09:15:00+05:30|240.2|238.09|241.255|264.22|241.8|1.05500000000001|0.439217318900919|Profit|SL hit|2026-01-06T09:32:00+05:30|2026-01-06T10:12:00+05:30|StrongBullish|HCB Buy
ASHOKLEY|2025-12-16T09:15:00+05:30|167.5|166.03|168.235|184.25|168.74|0.735000000000014|0.438805970149262|Profit|SL hit|2025-12-16T09:31:00+05:30|2025-12-16T09:52:00+05:30|StrongBullish,RisingWindow|HCB Buy
VINCOFE|2026-02-01T10:15:00+05:30|149.31|148|149.965|164.241|150.46|0.655000000000001|0.438684615899807|Profit|SL hit|2026-02-01T10:30:00+05:30|2026-02-01T11:13:00+05:30|-|Hourly Support Buy
RBLBANK|2025-12-24T09:15:00+05:30|309.5|306.8|310.85|340.45|311.7|1.35000000000002|0.436187399030702|Profit|SL hit|2025-12-24T09:31:00+05:30|2025-12-24T09:38:00+05:30|No15mData|HCB Buy
APOLLOTYRE|2025-10-03T11:15:00+05:30|471.75|467.65|473.8|518.925|474.85|2.05000000000001|0.434552199258084|Profit|SL hit|2025-10-03T11:37:00+05:30|2025-10-03T14:07:00+05:30|StrongBullish|Hourly Support Buy
JUBLFOOD|2026-02-06T15:00:00+05:30|545.05|542.7|547.4|599.555|549.5|2.34999999999991|0.431153105219688|Profit|SL hit|2026-02-06T15:28:00+05:30|2026-02-09T09:23:00+05:30|-|Hourly Support Buy
PETRONET|2025-09-16T15:15:00+05:30|280|278.8|281.2|308|281.5|1.19999999999999|0.428571428571425|Profit|SL hit|2025-09-17T09:15:00+05:30|2025-09-17T09:23:00+05:30|-|Hourly Support Buy
AXISBANK|2025-11-17T09:15:00+05:30|1251.1|1240.4|1256.45|1376.21|1261|5.34999999999991|0.427623691151779|Profit|SL hit|2025-11-17T09:32:00+05:30|2025-11-17T10:29:00+05:30|StrongBullish,RisingWindow,BullMatHold,ThreeOutsideUp|HCB Buy
ADANIGREEN|2026-02-11T09:15:00+05:30|983.45|975.05|987.65|1081.795|990|4.20000000000005|0.427067974986023|Profit|SL hit|2026-02-11T09:31:00+05:30|2026-02-11T09:49:00+05:30|No15mData|HCB Buy
CGPOWER|2025-12-10T09:15:00+05:30|674.5|668.75|677.375|741.95|678.95|2.875|0.426241660489251|Profit|SL hit|2025-12-10T09:32:00+05:30|2025-12-10T09:41:00+05:30|No15mData|HCB Buy
JUBLFOOD|2025-10-30T15:15:00+05:30|614.6|612|617.2|676.06|618.75|2.60000000000002|0.423039375203388|Profit|SL hit|2025-10-31T09:15:00+05:30|2025-10-31T09:25:00+05:30|-|Hourly Support Buy
AMBUJACEM|2025-12-26T09:15:00+05:30|551.3|548.2|553.625|606.43|554.5|2.32499999999993|0.42173045528749|Profit|SL hit|2025-12-26T09:32:00+05:30|2025-12-26T10:41:00+05:30|RisingWindow|HCB Buy
SUNPHARMA|2025-11-11T14:00:00+05:30|1708|1698.4|1715.2|1878.8|1717.6|7.19999999999982|0.421545667447296|Profit|SL hit|2025-11-11T14:15:00+05:30|2025-11-11T14:34:00+05:30|Doji,ShootingStar|Hourly Support Buy
RMDRIP|2026-01-07T09:15:00+05:30|87.96|87.59|88.33|96.756|88.45|0.36999999999999|0.420645748067292|Profit|SL hit|2026-01-07T09:30:00+05:30|2026-01-07T09:39:00+05:30|No15mData|HCB Buy
JKTYRE|2026-01-08T09:45:00+05:30|517.35|513|519.525|569.085|520.75|2.17500000000007|0.42041171354017|Profit|SL hit|2026-01-08T10:06:00+05:30|2026-01-08T10:35:00+05:30|-|Hourly Support Buy
VOLTAS|2025-11-18T15:15:00+05:30|1388.7|1382.9|1394.5|1527.57|1397.9|5.79999999999995|0.417656801324977|Profit|SL hit|2025-11-19T09:15:00+05:30|2025-11-19T09:27:00+05:30|-|Hourly Support Buy
INDHOTEL|2025-10-20T09:15:00+05:30|742.4|736.2|745.5|816.64|748|3.10000000000002|0.417564655172417|Profit|SL hit|2025-10-20T09:41:00+05:30|2025-10-21T13:46:00+05:30|BullMatHold|HCB Buy
SDBL|2025-09-09T12:00:00+05:30|135.99|134.86|136.555|149.589|137|0.564999999999998|0.415471725862194|Profit|SL hit|2025-09-09T12:20:00+05:30|2025-09-09T12:26:00+05:30|-|Hourly Support Buy
INDIANB|2025-10-10T09:15:00+05:30|771|764.65|774.175|848.1|776|3.17499999999995|0.411802853437089|Profit|SL hit|2025-10-10T09:39:00+05:30|2025-10-10T10:18:00+05:30|RisingWindow,ThreeInsideUp|HCB Buy
PNB|2025-10-23T09:15:00+05:30|119.05|118.07|119.54|130.955|119.83|0.489999999999995|0.411591768164632|Profit|SL hit|2025-10-23T09:35:00+05:30|2025-10-23T09:54:00+05:30|No15mData|HCB Buy
KOTAKBANK|2025-12-12T09:15:00+05:30|437.42|435.62|439.22|481.162|440.2|1.80000000000001|0.411503817840979|Profit|SL hit|2025-12-12T09:31:00+05:30|2025-12-12T10:10:00+05:30|SpinningTop,BullKicker,RisingWindow|HCB Buy
HUDCO|2025-12-23T09:15:00+05:30|216.28|214.5|217.17|237.908|217.85|0.890000000000015|0.411503606436108|Profit|SL hit|2025-12-23T09:33:00+05:30|2025-12-23T09:57:00+05:30|StrongBullish,BullKicker,RisingWindow|HCB Buy
TECHM|2026-03-09T15:00:00+05:30|1339.6|1328.6|1345.1|1473.56|1347.9|5.5|0.410570319498358|Profit|SL hit|2026-03-09T15:15:00+05:30|2026-03-10T09:16:00+05:30|StrongBullish|Hourly Support Buy
SHRIRAMFIN|2026-02-09T09:15:00+05:30|1011.7|1003.4|1015.85|1112.87|1018|4.15000000000009|0.410200652367312|Profit|SL hit|2026-02-09T09:30:00+05:30|2026-02-09T09:52:00+05:30|StrongBullish,RisingWindow|HCB Buy
ONGC|2025-10-15T09:15:00+05:30|246.31|244.29|247.32|270.941|247.95|1.00999999999999|0.410052373025858|Profit|SL hit|2025-10-15T09:30:00+05:30|2025-10-15T12:14:00+05:30|No15mData|HCB Buy
MAHABANK|2026-02-17T09:15:00+05:30|65.98|65.44|66.25|72.578|66.4|0.269999999999996|0.409214913610179|Profit|SL hit|2026-02-17T09:30:00+05:30|2026-02-17T10:24:00+05:30|DragonflDoji,VeryBullish,Hammer,BullKicker,RisingWindow|HCB Buy
HDFCBANK|2026-01-02T09:15:00+05:30|996.95|988.8|1001.025|1096.645|1003.2|4.07500000000005|0.408746677365971|Profit|SL hit|2026-01-02T09:42:00+05:30|2026-01-02T15:25:00+05:30|-|HCB Buy
BANKBARODA|2025-12-22T09:15:00+05:30|293.85|292.25|295.05|323.235|295.75|1.20000000000005|0.408371618172552|Profit|SL hit|2025-12-22T09:46:00+05:30|2025-12-22T10:18:00+05:30|StrongBullish,BullKicker,RisingWindow|HCB Buy
